dataset,view,family,q,d2,d2_ceiling,e_original,n,mean_offdiag,std_offdiag,fid_near,fid_far,near_far_ratio,kernel_alive,alignment,knn_acc,cluster_ari,oneclass_auc,krr_r2,qsvm_f1,last_alive,twonn,twonn_ceiling,pca95
iris,fdase,fidelity,3,1.915375598905324,2,4,32,0.16148417417920655,0.19270832497636087,0.4898922785322325,0.13254363977890254,3.696082885225025,True,0.5061426752850783,0.8,0.027574563871693866,0.6666666666666667,0.34051335507738,0.8023809523809523,True,1.57896732869076,2,2
iris,fdase,rbf,3,1.915375598905324,2,4,32,0.37832208990229205,0.36889574893728544,0.9745667056620914,0.0001136749328771992,8573.277159661018,True,0.8236718641287332,1.0,0.5618938961779806,0.9583333333333334,0.9955750880736997,1.0,True,1.57896732869076,2,2
breast_cancer,pca,fidelity,2,2.487611052827032,3,30,32,0.3025874273786449,0.2729183379412301,0.48781386022969625,0.33544824374061244,1.4542149775179671,False,0.5871400805525898,0.8,0.03200624512099922,0.7083333333333334,-1.1341322196165056,0.5714285714285714,False,3.560738810756846,4,10
breast_cancer,pca,rbf,2,2.487611052827032,3,30,32,8.522435440491553e-21,1.8961118544084798e-19,2.1135639892419052e-19,0.0,0.0,False,0.24806946917841693,0.8,0.0,0.5,-0.2455653952818886,0.0,False,3.560738810756846,4,10
breast_cancer,pca,fidelity,3,2.487611052827032,3,30,32,0.1389416726953531,0.17685458210342644,0.2686594544235869,0.12225241062117671,2.197580015465555,True,0.5453189072290966,0.8,0.11336453458138325,0.875,-4.790004388134639,1.0,True,3.560738810756846,4,10
breast_cancer,pca,rbf,3,2.487611052827032,3,30,32,3.4400810032833527e-25,7.653527024052357e-24,8.531400888142715e-24,0.0,0.0,False,0.24806946917841693,0.9,0.0,0.5,-0.2455653952818886,0.0,False,3.560738810756846,4,10
breast_cancer,pca,fidelity,4,2.487611052827032,3,30,32,0.07109624701637521,0.10759813245026084,0.10968598802959481,0.07130032575530304,1.5383658751578255,False,0.433796398428346,0.6,-0.02869412453640445,0.5833333333333334,-0.9030323456109179,0.4444444444444444,False,3.560738810756846,4,10
breast_cancer,pca,rbf,4,2.487611052827032,3,30,32,5.03248142164762e-24,1.1196564331668037e-22,1.2480553925686096e-22,0.0,0.0,False,0.24806946917841693,0.9,0.0,0.5,-0.2455653952818886,0.0,False,3.560738810756846,4,10
breast_cancer,pca,fidelity,5,2.487611052827032,3,30,32,0.034251810911008075,0.06299785005455018,0.03980755090968059,0.038838980080922396,1.0249381118335277,False,0.3673071319622351,0.7,-0.01008533747090768,0.6666666666666667,-0.11758032401724061,0.5714285714285714,False,3.560738810756846,4,10
breast_cancer,pca,rbf,5,2.487611052827032,3,30,32,6.565045023475498e-20,1.460630309124417e-18,1.6281311658219233e-18,0.0,0.0,False,0.24806946917841693,0.9,0.0,0.5,-0.2455653952818886,0.0,False,3.560738810756846,4,10
